5265.81879 18.764 0.036
5266.80234 18.768 0.037
5267.79315 18.803 0.040
5268.83259 18.873 0.037
5269.77878 18.736 0.037
5270.76785 18.857 0.040
5271.85021 18.804 0.037
5272.76413 18.756 0.056
5273.82312 18.781 0.033
5274.78889 18.806 0.046
5275.83576 18.880 0.046
5276.77050 18.832 0.044
5276.89798 18.831 0.035
5277.80685 18.863 0.051
5278.77849 18.904 0.051
5279.78615 18.870 0.060
5280.86957 18.821 0.034
5281.77267 18.897 0.043
5281.90745 18.898 0.037
5282.78511 18.929 0.049
5283.73585 18.950 0.082
5284.88829 18.854 0.049
5285.73724 18.904 0.065
5286.74163 18.905 0.057
5287.75077 18.890 0.053
5288.72729 19.002 0.063
5292.79492 18.916 0.042
5293.80570 19.047 0.052
5295.84356 18.982 0.040
5297.91890 18.975 0.046
5300.86037 19.076 0.040
5304.76982 19.018 0.053
5307.76917 19.080 0.046
5309.84167 19.119 0.052
5311.92890 19.108 0.068
5314.67812 19.162 0.094
5315.81882 19.127 0.083
5321.66482 19.168 0.082
5324.73754 19.237 0.060
5325.85289 19.199 0.064
5327.69375 19.382 0.061
5328.85031 19.265 0.061
5335.75411 19.304 0.052
5337.85506 19.319 0.085
5339.90175 19.438 0.125
5341.73812 19.267 0.064
5342.79813 19.446 0.121
5343.82668 19.323 0.101
5349.61046 19.617 0.148
5352.63133 19.695 0.108
5354.79172 19.457 0.076
5358.73876 19.378 0.074
5364.60317 19.467 0.059
5376.64944 19.658 0.143
5377.53849 19.804 0.138
5379.60700 19.535 0.073
5381.70597 19.566 0.116
5386.78767 19.488 0.065
5390.55806 19.609 0.090
5393.70938 19.578 0.113
5402.66286 19.552 0.134
5403.73278 19.578 0.105
5407.66985 19.654 0.124
5411.49358 19.545 0.062
5416.69152 19.514 0.100
5430.48087 19.535 0.138
5435.67550 19.387 0.075
5444.59546 19.392 0.078
5450.51036 19.332 0.096
5458.53990 19.023 0.089
5468.54304 18.583 0.051
5476.51433 18.551 0.052
5483.52770 18.555 0.099
5485.54469 18.559 0.055
5601.85461 19.482 0.097
5604.85593 19.359 0.093
5605.85203 19.385 0.074
5606.85122 19.427 0.081
5607.85518 19.429 0.081
5608.84377 19.552 0.113
5611.84182 19.534 0.139
5612.85109 19.495 0.102
5613.85837 19.424 0.122
5615.84262 19.534 0.088
5616.83674 19.538 0.123
5621.82777 19.531 0.096
5622.78331 19.552 0.092
5624.77212 19.596 0.100
5626.83094 19.534 0.097
5628.77164 20.015 0.181
5629.76756 19.675 0.110
5632.86160 19.500 0.069
5633.76074 19.462 0.078
5634.91236 19.876 0.219
5635.79129 19.523 0.107
5637.76949 19.497 0.132
5638.90210 19.500 0.077
5639.77556 19.754 0.124
5641.88197 19.795 0.125
5643.87484 19.445 0.074
5647.74802 19.519 0.077
5648.88793 19.420 0.074
5650.82709 19.506 0.061
5652.81379 19.428 0.048
5654.90463 19.720 0.100
5656.87978 19.610 0.071
5658.87495 19.603 0.077
5659.92555 19.484 0.094
5662.84775 19.605 0.088
5664.92332 19.335 0.078
5668.72568 19.598 0.107
5670.83054 19.416 0.110
5676.71563 19.694 0.062
5679.67424 19.755 0.098
5680.84270 19.335 0.062
5682.72038 19.655 0.095
5684.69730 19.550 0.076
5686.69753 19.594 0.080
5688.84960 19.597 0.072
5690.90979 20.059 0.196
5692.79710 19.517 0.087
5693.89686 19.250 0.076
5695.66264 19.445 0.076
5696.78570 19.472 0.075
5697.87425 19.530 0.093
5702.58308 19.257 0.115
5702.76349 19.483 0.195
5703.71992 19.440 0.102
5706.77793 19.137 0.071
5707.91761 18.980 0.079
5709.81823 19.049 0.042
5713.84866 19.045 0.060
5715.90714 18.727 0.056
5721.79574 18.494 0.034
5723.62435 18.571 0.035
5724.75441 18.435 0.036
5726.67637 18.450 0.056
5734.60119 18.059 0.027
5735.85560 18.027 0.031
5737.53900 18.063 0.021
5738.66044 18.077 0.018
5739.81230 17.935 0.024
5741.51272 18.008 0.025
5742.52571 18.016 0.025
5743.65682 17.999 0.027
5744.67859 17.986 0.021
5745.75431 17.997 0.023
5747.64841 17.979 0.032
5749.68322 17.930 0.025
5759.82394 17.947 0.039
5760.51992 18.008 0.027
5762.73604 18.002 0.027
5764.54084 18.162 0.023
5765.69476 18.088 0.026
5767.51952 18.119 0.026
5768.65236 18.194 0.023
5769.78826 18.069 0.028
5777.52726 18.311 0.025
5779.71479 18.301 0.032
5784.48377 18.424 0.047
5784.61494 18.380 0.035
5786.55844 18.350 0.044
5788.49571 18.458 0.037
5790.65918 18.481 0.035
5794.51039 18.509 0.037
5796.60053 18.575 0.038
5802.59415 18.640 0.057
5805.62919 18.629 0.048
5813.47724 18.598 0.046
5816.51815 18.683 0.039
5818.59912 18.712 0.067
5823.57817 18.974 0.067
5824.58483 18.837 0.047
5825.58739 18.909 0.056
5826.57254 18.816 0.059
5828.53901 18.859 0.043
5830.51210 18.845 0.041
5832.53083 18.886 0.046
5834.55304 19.011 0.054
5839.54348 19.455 0.117
5841.54257 19.104 0.089
5843.53250 19.151 0.088
5845.54546 19.130 0.108
5851.50764 19.044 0.109
5860.51359 19.418 0.119
5956.87302 19.544 0.100
5958.87757 19.504 0.121
5959.86262 19.386 0.077
5960.87258 19.386 0.063
5961.85841 19.405 0.083
5962.85481 19.457 0.092
5963.84937 19.491 0.140
5965.86403 19.381 0.084
5966.88590 19.343 0.107
5967.86959 19.191 0.067
5968.86331 19.524 0.112
5969.88105 19.244 0.075
5979.83811 19.259 0.069
5984.84473 19.078 0.046
5987.83734 19.116 0.059
5990.79123 18.868 0.041
5992.86064 18.875 0.039
5995.76699 18.795 0.053
5997.78868 18.671 0.042
5999.79719 18.709 0.051
6002.76691 18.763 0.056
6002.88824 18.749 0.048
6004.86124 18.729 0.039
6006.84570 18.712 0.030
6008.77898 18.765 0.039
6009.90088 18.709 0.031
6011.83128 18.582 0.043
6013.77069 18.469 0.031
6014.88461 18.596 0.033
6016.78370 18.693 0.031
6017.89397 18.603 0.024
6019.79075 18.612 0.037
6020.86538 18.645 0.025
6021.93008 18.626 0.081
6023.76302 18.578 0.033
6024.74623 18.606 0.041
6025.81254 18.713 0.055
6032.78850 18.583 0.031
6034.75791 18.598 0.028
6037.74502 18.727 0.039
6038.72973 18.661 0.037
6039.79522 18.590 0.038
6041.83923 18.695 0.038
6048.72830 18.786 0.036
6049.93100 18.780 0.043
6052.73237 18.901 0.055
6053.86678 18.763 0.059
6057.69201 18.800 0.042
6057.85214 18.783 0.039
6058.86566 18.865 0.046
6059.86324 18.845 0.037
6062.71231 18.866 0.046
6064.71833 18.902 0.034
6065.83046 18.940 0.044
6067.65325 18.929 0.046
6068.77015 18.807 0.037
6069.71183 18.899 0.036
6069.83317 18.919 0.035
6069.92278 19.191 0.049
6071.61756 18.999 0.038
6075.67662 19.057 0.041
6076.81473 18.964 0.046
6078.66394 19.167 0.058
6079.74246 19.016 0.042
6080.77913 19.058 0.053
6081.82899 19.025 0.054
6085.58979 19.091 0.072
6086.58796 19.070 0.056
6087.74937 19.290 0.073
6089.82057 19.005 0.049
6093.69391 19.115 0.044
6094.83192 19.164 0.061
6097.71906 19.247 0.068
6098.77795 19.221 0.062
6100.72546 19.220 0.053
6101.75634 19.252 0.054
6102.79616 19.144 0.051
6103.85337 19.333 0.089
6105.48227 19.390 0.108
6108.58446 19.310 0.074
6113.56796 19.336 0.091
6114.65183 19.294 0.079
6115.70063 19.331 0.085
6116.80511 19.187 0.057
6118.50878 19.286 0.061
6119.53838 19.306 0.065
6120.66811 19.406 0.061
6121.71118 19.343 0.047
6124.50237 19.505 0.093
6125.61995 19.474 0.078
6126.75408 19.277 0.062
6131.52142 19.470 0.080
6133.60532 19.525 0.081
6135.59567 19.506 0.090
6140.61140 19.857 0.190
6141.72457 19.836 0.152
6147.60990 19.512 0.102
6148.57479 19.491 0.057
6151.59789 19.726 0.112
6154.50252 19.573 0.084
6158.59120 19.397 0.075
6160.60827 19.616 0.084
6164.66552 19.494 0.148
6167.59068 19.838 0.109
6168.62014 19.411 0.127
6169.59650 19.526 0.084
6171.60124 19.724 0.097
6172.59670 19.509 0.067
6175.57333 19.433 0.087
6180.62982 19.883 0.176
6183.60881 19.640 0.085
6185.58319 19.608 0.077
6186.57913 19.657 0.094
6195.53589 19.677 0.098
6197.50034 19.641 0.119
6201.53727 20.165 0.279
6205.50604 19.812 0.105
6212.53366 19.772 0.105
6216.54280 19.681 0.102
6221.54579 19.330 0.134
6227.52259 19.704 0.180
6343.85011 19.140 0.063
6348.85507 19.267 0.056
6352.84133 19.197 0.055
6358.88028 19.136 0.047
6360.85071 19.416 0.059
6362.89791 19.165 0.054
6368.87731 19.274 0.054
6370.89071 19.265 0.059
6373.85761 19.485 0.072
6375.79839 19.275 0.057
6377.74924 19.444 0.069
6378.88406 19.313 0.049
6380.84376 19.237 0.056
6382.78313 19.285 0.159
6386.91677 19.324 0.089
6388.80195 19.346 0.061
6389.90130 19.266 0.064
6391.81135 19.554 0.109
6394.85062 19.430 0.076
6396.83802 19.421 0.051
6398.79597 19.553 0.063
6400.76334 19.569 0.071
6402.73508 19.782 0.111
6403.91984 19.415 0.060
6406.86309 19.400 0.074
6408.81271 19.860 0.149
6416.67999 19.474 0.083
6417.87004 19.429 0.077
6419.71468 19.536 0.071
6420.82785 19.518 0.052
6423.66676 19.667 0.089
6424.82481 19.594 0.061
6428.67784 19.626 0.102
6431.80453 19.544 0.078
6432.90731 19.413 0.064
6434.73740 19.588 0.078
6435.86445 19.436 0.071
6436.93666 19.635 0.137
6441.92033 19.378 0.114
6443.70597 20.231 0.160
6445.76643 19.547 0.071
6446.67649 19.412 0.049
6447.75259 19.535 0.065
6448.78408 19.567 0.063
6449.82688 19.778 0.098
6450.87714 19.552 0.080
6452.53794 19.596 0.070
6454.65321 19.655 0.072
6456.52728 19.512 0.058
6457.77954 19.530 0.061
6458.84337 19.620 0.081
6460.57656 19.965 0.163
6461.80861 19.517 0.067
6463.64985 19.511 0.085
6464.75758 19.570 0.104
6469.54526 19.813 0.125
6472.69970 19.555 0.081
6473.82104 19.369 0.078
6475.51863 19.466 0.087
6476.58484 19.421 0.069
6477.68490 19.631 0.082
6479.69242 19.721 0.098
6481.50221 19.705 0.108
6484.49830 19.590 0.083
6486.51783 19.474 0.078
6487.60491 19.453 0.053
6489.77023 19.403 0.084
6491.54565 19.590 0.095
6497.70334 19.738 0.131
6499.48694 19.360 0.063
6501.71104 19.361 0.060
6506.49058 19.095 0.073
6508.63502 19.050 0.040
6510.54114 18.997 0.038
6512.73897 18.885 0.063
6516.52310 18.927 0.062
6519.61938 18.816 0.039
6524.55637 18.785 0.042
6529.53828 18.686 0.040
6532.61501 18.672 0.032
6536.57213 18.597 0.030
6541.60738 18.654 0.030
6545.65019 18.417 0.033
6558.49818 18.485 0.028
6561.54661 18.582 0.039
6564.54220 18.480 0.036
6568.53738 18.515 0.044
6571.49044 18.558 0.044
6573.54731 18.566 0.036
6578.51229 18.600 0.047
6741.84228 19.424 0.061
6742.74745 19.752 0.089
6744.86943 19.542 0.056
6746.76771 19.304 0.057
6749.86192 19.637 0.065
6752.71312 19.562 0.080
6755.81193 19.568 0.079
6756.71507 19.371 0.057
6757.79128 19.152 0.048
6759.81855 19.245 0.047
6761.76289 19.309 0.070
6763.74210 19.175 0.057
6764.91064 19.179 0.051
6764.92522 19.272 0.061
6768.86846 19.001 0.039
6770.71625 19.183 0.043
6771.88885 19.050 0.042
6773.76871 19.131 0.049
6775.69775 19.099 0.041
6776.87709 18.874 0.043
6784.83642 18.740 0.038
6785.81679 18.686 0.032
6786.85022 18.714 0.037
6789.74133 18.593 0.036
6790.82485 18.563 0.038
6791.88224 18.556 0.040
6792.89198 18.600 0.052
6797.69270 18.536 0.038
6799.81784 18.477 0.050
6803.92191 18.452 0.032
6805.59361 18.515 0.035
6806.88671 18.432 0.041
6808.60204 18.420 0.035
6809.63455 18.429 0.027
6810.68123 18.468 0.030
6811.69503 18.436 0.037
6813.82504 18.450 0.031
6814.90878 18.393 0.038
6816.61096 18.396 0.041
6817.72251 18.474 0.028
6819.59594 18.540 0.049
6823.80088 18.554 0.040
6824.84458 18.498 0.040
6825.85816 18.475 0.043
6826.88816 18.444 0.043
6828.56376 18.503 0.029
6829.56429 18.509 0.040
6830.58590 18.513 0.038
6831.73252 18.560 0.029
6832.76516 18.477 0.035
6833.82665 18.529 0.052
6834.83227 18.520 0.052
6836.51106 18.559 0.049
