5265.81251 12.597 0.005
5266.79609 12.595 0.005
5267.78687 12.626 0.005
5268.82630 12.653 0.005
5269.77248 12.664 0.005
5270.76156 12.681 0.005
5271.84391 12.738 0.005
5272.75785 12.718 0.005
5273.81683 12.766 0.005
5274.78262 12.767 0.005
5275.82946 12.796 0.005
5276.76422 12.817 0.005
5276.89165 12.833 0.005
5277.80062 12.840 0.005
5278.77220 12.862 0.005
5279.77987 12.884 0.005
5280.86331 12.941 0.005
5281.76642 12.944 0.005
5281.90119 12.957 0.005
5282.77882 12.966 0.005
5283.72958 12.974 0.005
5284.88205 13.011 0.005
5285.72410 13.035 0.005
5285.73097 13.035 0.005
5286.73537 13.056 0.005
5287.74451 13.085 0.005
5288.72103 13.107 0.005
5292.78867 13.194 0.005
5293.79948 13.212 0.005
5294.74662 13.239 0.005
5294.78402 13.248 0.005
5294.82121 13.250 0.005
5294.85128 13.247 0.005
5294.89105 13.249 0.005
5295.74759 13.260 0.005
5295.78596 13.263 0.005
5295.82442 13.262 0.005
5295.86236 13.271 0.005
5295.90194 13.263 0.005
5296.79185 13.286 0.005
5296.82632 13.292 0.005
5296.86373 13.310 0.005
5296.90385 13.279 0.005
5297.78498 13.306 0.005
5297.82301 13.309 0.005
5297.86080 13.322 0.005
5297.89991 13.315 0.005
5298.78586 13.326 0.005
5298.82372 13.328 0.005
5298.86166 13.327 0.005
5298.90113 13.328 0.005
5300.84144 13.377 0.005
5300.88113 13.370 0.005
5300.91999 13.374 0.005
5301.77494 13.396 0.005
5301.81227 13.404 0.005
5301.84979 13.407 0.005
5301.89003 13.403 0.005
5304.73529 13.464 0.005
5304.77462 13.467 0.005
5306.70802 13.515 0.005
5306.77213 13.515 0.005
5306.83524 13.515 0.005
5306.87443 13.513 0.005
5306.91332 13.514 0.005
5307.69778 13.530 0.005
5307.76131 13.534 0.005
5307.82270 13.536 0.005
5307.86205 13.544 0.005
5307.90172 13.542 0.005
5308.68905 13.562 0.005
5308.75090 13.556 0.005
5308.81243 13.559 0.005
5308.85033 13.568 0.005
5309.68680 13.578 0.005
5309.75184 13.575 0.005
5309.82240 13.585 0.005
5309.86649 13.567 0.005
5309.90485 13.570 0.005
5310.66651 13.595 0.005
5310.73246 13.600 0.005
5310.78882 13.611 0.005
5310.86427 13.601 0.005
5310.90226 13.602 0.005
5311.78765 13.631 0.005
5311.84602 13.633 0.005
5311.89492 13.626 0.005
5312.70926 13.652 0.005
5312.75862 13.651 0.005
5312.80116 13.642 0.005
5312.84095 13.657 0.005
5312.88579 13.636 0.005
5312.92293 13.645 0.005
5313.79500 13.671 0.005
5313.83400 13.667 0.005
5313.87423 13.659 0.005
5313.91205 13.653 0.005
5314.68275 13.688 0.005
5314.72519 13.684 0.005
5314.76486 13.691 0.005
5314.80241 13.688 0.005
5314.86021 13.683 0.005
5314.89739 13.687 0.005
5315.65143 13.698 0.005
5315.70019 13.684 0.005
5315.74817 13.690 0.005
5315.78570 13.703 0.005
5315.82358 13.703 0.005
5315.86368 13.697 0.005
5315.90567 13.699 0.005
5316.69666 13.711 0.005
5316.74170 13.706 0.005
5316.78152 13.712 0.005
5316.82074 13.714 0.005
5316.87593 13.714 0.005
5320.65919 13.801 0.005
5320.69815 13.807 0.005
5320.74212 13.808 0.005
