5265.81879 15.979 0.007
5266.80234 15.992 0.008
5267.79315 16.020 0.008
5268.83259 16.038 0.007
5269.77878 16.059 0.008
5270.76785 16.070 0.008
5271.85021 16.084 0.009
5272.76413 16.117 0.009
5273.82312 16.127 0.008
5274.78889 16.142 0.008
5275.83576 16.150 0.008
5276.77050 16.151 0.008
5276.89798 16.142 0.008
5277.80685 16.162 0.008
5278.77849 16.174 0.008
5279.78615 16.183 0.009
5280.86957 16.161 0.008
5281.77267 16.173 0.008
5281.90745 16.147 0.008
5282.78511 16.167 0.008
5283.73585 16.136 0.009
5284.88829 16.145 0.008
5285.73724 16.129 0.008
5286.74163 16.113 0.008
5287.75077 16.103 0.008
5288.72729 16.072 0.008
5292.79492 15.979 0.007
5293.80570 15.959 0.008
5295.84356 15.897 0.007
5297.91890 15.824 0.007
5300.86037 15.701 0.007
5304.76982 15.526 0.007
5307.76917 15.352 0.006
5309.84167 15.237 0.006
5311.92890 15.116 0.006
5314.67812 14.968 0.006
5315.81882 14.893 0.007
5321.66482 14.714 0.005
5324.73754 14.613 0.005
5325.85289 14.584 0.005
5327.69375 14.512 0.005
5328.85031 14.441 0.005
5335.75411 14.285 0.005
5337.85506 14.233 0.005
5339.90175 14.178 0.005
5341.73812 14.134 0.005
5342.79813 14.059 0.005
5343.82668 14.008 0.005
5349.61046 13.766 0.005
5352.63133 13.651 0.005
5354.79172 13.598 0.005
5358.73876 13.522 0.005
5364.60317 13.465 0.005
5376.64944 13.456 0.005
5377.53849 13.476 0.005
5379.60700 13.495 0.005
5381.70597 13.538 0.005
5390.55806 13.820 0.005
5393.70938 13.994 0.005
5402.66286 14.419 0.005
5403.73278 14.483 0.005
5407.66985 14.671 0.005
5411.49358 14.814 0.005
5416.69152 15.034 0.006
5430.48087 15.536 0.007
5435.67550 15.706 0.007
5444.59546 15.992 0.008
5450.51036 16.126 0.009
5458.53990 16.218 0.010
5468.54304 16.151 0.009
5476.51433 15.972 0.008
5483.52770 15.660 0.009
5485.54469 15.568 0.007
5601.85461 15.268 0.006
5604.85593 15.316 0.006
5605.85203 15.347 0.006
5606.85122 15.371 0.006
5607.85518 15.398 0.006
5608.84377 15.412 0.006
5611.84182 15.492 0.007
5612.85109 15.499 0.007
5613.85837 15.547 0.007
5615.84262 15.579 0.006
5616.83674 15.593 0.007
5621.82777 15.709 0.007
5622.78331 15.728 0.007
5624.77212 15.757 0.007
5626.83094 15.792 0.007
5628.77164 15.797 0.008
5629.76756 15.825 0.007
5632.86160 15.854 0.007
5633.76074 15.874 0.007
5634.91236 15.897 0.009
5635.79129 15.890 0.008
5637.76949 15.898 0.008
5638.90210 15.894 0.008
5639.77556 15.878 0.008
5641.88197 15.873 0.008
5643.87484 15.874 0.007
5647.74802 15.802 0.007
5648.88793 15.790 0.007
5650.82709 15.743 0.006
5652.81379 15.683 0.006
5654.90463 15.628 0.007
5656.87978 15.561 0.006
5658.87495 15.506 0.006
5659.92555 15.472 0.006
5662.84775 15.369 0.006
5664.92332 15.315 0.006
